code_stif_arret;code_stif_res;code_stif_trns;libelle_arret;jour;cat_day;nb_vald;tranche_horaire;validations_horaires;pourc_validations
689;110;100;PTE DE CLICHY ;2022-07-01;JOHV;13691;6H-7H;368.28790000000004;2.69
689;110;100;PTE DE CLICHY ;2022-07-01;JOHV;13691;7H-8H;774.9105999999999;5.66
689;110;100;PTE DE CLICHY ;2022-07-01;JOHV;13691;8H-9H;1228.0827;8.97
689;110;100;PTE DE CLICHY ;2022-07-01;JOHV;13691;9H-10H;863.9020999999999;6.31
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;0H-1H;21.962200000000003;0.26
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;10H-11H;328.5883;3.89
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;11H-12H;336.19059999999996;3.98
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;12H-13H;418.1265;4.95
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;13H-14H;358.1528;4.24
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;14H-15H;379.27029999999996;4.49
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;15H-16H;516.9564;6.12
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;16H-17H;739.1125;8.75
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;17H-18H;1031.3787000000002;12.21
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;18H-19H;949.4428;11.24
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;19H-20H;596.3582;7.06
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;1H-2H;7.6023000000000005;0.09
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;20H-21H;304.9367;3.61
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;21H-22H;188.36810000000003;2.23
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;22H-23H;88.6935;1.05
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;23H-0H;47.303200000000004;0.56
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;2H-3H;0.8447;0.01
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;3H-4H;0.0;0.0
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;4H-5H;7.6023000000000005;0.09
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;5H-6H;130.0838;1.54
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;6H-7H;227.2243;2.69
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;7H-8H;478.10020000000003;5.66
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;8H-9H;757.6959000000002;8.97
689;110;100;PTE DE CLICHY ;2022-08-01;JOHV;8447;9H-10H;533.0057;6.31
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;0H-1H;14.6952;0.26
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;10H-11H;219.86280000000002;3.89
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;11H-12H;224.9496;3.98
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;12H-13H;279.774;4.95
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;13H-14H;239.6448;4.24
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;14H-15H;253.7748;4.49
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;15H-16H;345.9024;6.12
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;16H-17H;494.55;8.75
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;17H-18H;690.1092;12.21
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;18H-19H;635.2848;11.24
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;19H-20H;399.03119999999996;7.06
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;1H-2H;5.0868;0.09
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;20H-21H;204.03719999999998;3.61
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;21H-22H;126.0396;2.23
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;22H-23H;59.346000000000004;1.05
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;23H-0H;31.651200000000003;0.56
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;2H-3H;0.5652;0.01
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;3H-4H;0.0;0.0
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;4H-5H;5.0868;0.09
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;5H-6H;87.0408;1.54
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;6H-7H;152.03879999999998;2.69
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;7H-8H;319.90319999999997;5.66
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;8H-9H;506.98440000000005;8.97
689;110;100;PTE DE CLICHY ;2022-09-01;JOHV;5652;9H-10H;356.64119999999997;6.31
